submission_id,correct_answer,experiment_duration,experiment_end_time,experiment_start_time,itemID,phrase,phrase_length,qud,question,response,response_time,setting,times,type
3279,NA,587409,1645700041346,1645699453937,10f,Today the dining hall is serving salmon for dinner.,9,NA,NA,NA,4246,filler,250|271|273|235|265|330|263|336|250,context
3279,NA,587409,1645700041346,1645699453937,10f,I don't like fish.,4,NA,NA,NA,5910,filler,254|241|246|253,trigger
3279,NA,587409,1645700041346,1645699453937,10f,"If I don't like what is being served, I will eat somewhere else.",13,NA,NA,NA,11852,filler,298|344|383|335|245|235|261|246|309|270|253|261|337,continuation
3279,no,587409,1645700041346,1645699453937,10f,NA,NA,,Will I eat in the dining hall? ,no,1835,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,3,"This morning, I heard about an important meeting with the manager.",11,NA,NA,NA,3983,partial,205|428|301|269|280|284|296|292|295|255|297,context
3279,NA,587409,1645700041346,1645699453937,3,Only some of the company’s accountants were there.,8,NA,NA,NA,8871,focused,318|340|313|323|337|350|354|1641,trigger
3279,NA,587409,1645700041346,1645699453937,3,The rest were missing because they had to audit the company’s finances before the end of the quarter.,18,NA,NA,NA,14403,complement,247|303|252|291|251|282|279|267|257|268|267|290|252|295|265|248|271|251,continuation
3279,yes,587409,1645700041346,1645699453937,3,NA,NA,,Did the manager have a meeting with any of the accountants?,yes,4074,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,7,"Earlier today, I passed by a group of tourists looking at sights downtown.",13,NA,NA,NA,4179,partial,467|269|244|238|262|237|236|243|227|261|316|304|271,context
3279,NA,587409,1645700041346,1645699453937,7,Some of the tourists got soaked by the rain storm.,10,NA,NA,NA,7914,scalar,329|283|286|305|303|320|313|278|265|251,trigger
3279,NA,587409,1645700041346,1645699453937,7,The rest were dry because they had remembered their umbrellas.,10,NA,NA,NA,11883,complement,305|251|303|297|291|282|318|372|349|451,continuation
3279,no,587409,1645700041346,1645699453937,7,NA,NA,,Have all tourists managed to stay dry during the rainstorm?,no,4196,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,11,"After my house was burglarized, I briefly checked the basement.",10,NA,NA,NA,4107,partial,377|312|290|278|298|316|311|330|341|259,context
3279,NA,587409,1645700041346,1645699453937,11,Some of the bottles of Chardonnay were missing.,8,NA,NA,NA,7490,scalar,326|317|318|329|347|341|320|322,trigger
3279,NA,587409,1645700041346,1645699453937,11,The rest were safe but I was still extremely upset.,10,NA,NA,NA,11163,complement,284|285|271|346|291|279|281|275|306|370,continuation
3279,no,587409,1645700041346,1645699453937,11,NA,NA,,Were all of my bottles of wine safe in the basement?,yes,4340,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,2,"Before the hurricane landed, I volunteered to help out in town.",11,NA,NA,NA,4170,partial,286|284|256|318|304|287|325|311|300|303|343,context
3279,NA,587409,1645700041346,1645699453937,2,Only some of the residents had evacuated.,7,NA,NA,NA,6992,focused,284|316|313|286|309|298|322,trigger
3279,NA,587409,1645700041346,1645699453937,2,The rest stayed at home and foolishly risked their lives.,10,NA,NA,NA,10538,complement,272|285|264|281|278|284|310|321|291|304,continuation
3279,no,587409,1645700041346,1645699453937,2,NA,NA,,Were all of the residents in their town when the hurricane landed?,no,3374,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,16f,I enjoy driving my car when I am home from school.,11,NA,NA,NA,3627,filler,294|260|292|283|280|291|273|280|265|265|283,context
3279,NA,587409,1645700041346,1645699453937,16f,"Motorcycles use less fuel, but they are more dangerous.",9,NA,NA,NA,6788,filler,289|262|292|282|289|277|347|266|286,trigger
3279,no,587409,1645700041346,1645699453937,16f,NA,NA,,Would I rather be more fuel efficient? ,no,3498,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,5,"At my client’s request, I meticulously compiled the investment report.",10,NA,NA,NA,3608,full,290|276|275|287|293|290|290|279|277|298,context
3279,NA,587409,1645700041346,1645699453937,5,Some of the real estate investments lost money.,8,NA,NA,NA,6614,scalar,283|284|293|282|265|306|315|301,trigger
3279,NA,587409,1645700041346,1645699453937,5,The others were successful despite the recent economic downturn.,9,NA,NA,NA,10602,complement,264|300|620|310|313|378|296|439|411,continuation
3279,no,587409,1645700041346,1645699453937,5,NA,NA,,Did all real estate investments increase in value in spite an the economic downturn?,yes,1349,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,19,"To keep the laboratory well stocked, I write down exactly how much of the chemicals are used every night.",19,NA,NA,NA,6355,full,312|273|261|255|260|281|248|278|252|263|265|287|263|294|270|312|266|294|809,context
3279,NA,587409,1645700041346,1645699453937,19,"Today, some of the liquid nitrogen containers needed to be refilled.",11,NA,NA,NA,10396,scalar,310|268|255|278|291|309|338|318|285|296|319,trigger
3279,NA,587409,1645700041346,1645699453937,19,"In fact, they all did which confused me because we hadn’t used a lot this morning.",16,NA,NA,NA,16042,cancelation,265|260|274|318|274|280|310|298|308|319|303|286|297|309|270|284,continuation
3279,no,587409,1645700041346,1645699453937,19,NA,NA,,Have all liquid nitrogen containers been full?,no,1705,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,22,I am a huge fan of my old high school football team and attended every game last season.,18,NA,NA,NA,5940,full,292|264|266|281|362|277|271|267|259|280|274|322|289|332|322|332|318|301,context
3279,NA,587409,1645700041346,1645699453937,22,Some of their losses were close.,6,NA,NA,NA,8444,scalar,315|268|304|310|308|294,trigger
3279,NA,587409,1645700041346,1645699453937,22,The others were blowouts which made the games boring to watch.,11,NA,NA,NA,12780,complement,327|406|337|304|322|328|301|302|341|323|330,continuation
3279,no,587409,1645700041346,1645699453937,22,NA,NA,,Did the football team win each of their matches?,no,1625,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,4f,I read fantasy novels every week.,6,NA,NA,NA,3718,filler,343|643|885|253|295|291,context
3279,NA,587409,1645700041346,1645699453937,4f,Among my favorites are Terry Pratchett's novels.,7,NA,NA,NA,6441,filler,305|301|302|304|270|268|259,trigger
3279,NA,587409,1645700041346,1645699453937,4f,His stories are funny and sarcastic.,6,NA,NA,NA,8743,filler,247|253|240|485|254|259,continuation
3279,yes,587409,1645700041346,1645699453937,4f,NA,NA,,Does Terry Pratchett write fantasy books? ,yes,1952,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,7f,"After dinner, I listen to Celtic music and read a book.",11,NA,NA,NA,3778,filler,294|249|296|279|264|253|280|276|302|293|275,context
3279,NA,587409,1645700041346,1645699453937,7f,Today I listened to classic rock instead of Celtic music.,10,NA,NA,NA,7214,filler,266|265|273|269|255|276|283|285|287|373,trigger
3279,yes,587409,1645700041346,1645699453937,7f,NA,NA,,Did I still read a book? ,yes,2006,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,20f,I am a big Star Wars fan.,7,NA,NA,NA,2468,filler,283|251|233|226|253|247|239,context
3279,NA,587409,1645700041346,1645699453937,20f,I have seen every movie and read every book.,9,NA,NA,NA,5766,filler,242|241|230|270|263|258|258|577|272,trigger
3279,NA,587409,1645700041346,1645699453937,20f,I can't stand it when they make TV shows out of movies.,12,NA,NA,NA,9628,filler,234|245|269|218|228|221|249|241|243|266|250|283,continuation
3279,no,587409,1645700041346,1645699453937,20f,NA,NA,,Have I seen the Star Wars TV show? ,no,1727,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,1f,I drove to the mall yesterday.,6,NA,NA,NA,3127,filler,285|549|424|556|248|290,context
3279,NA,587409,1645700041346,1645699453937,1f,I stayed in the Apple store for one hour while looking at a new iMac.,15,NA,NA,NA,7625,filler,247|243|245|267|258|271|264|265|242|270|242|284|263|270|329,trigger
3279,yes,587409,1645700041346,1645699453937,1f,NA,NA,,Did the Apple store have a recently released computer?,yes,2325,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,13,"In the school parking lot, I passed by an old bus.",11,NA,NA,NA,3831,partial,285|264|339|314|290|282|319|282|264|272|297,context
3279,NA,587409,1645700041346,1645699453937,13,Some of its tires were flat.,6,NA,NA,NA,6357,scalar,267|275|287|403|313|302,trigger
3279,NA,587409,1645700041346,1645699453937,13,The others were fine so it would not cost too much to fix it.,14,NA,NA,NA,11953,complement,590|305|307|334|335|325|315|301|303|326|356|312|298|347,continuation
3279,yes,587409,1645700041346,1645699453937,13,NA,NA,,Did the old bus have flat tires?,yes,1629,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,9,"Last week, I attended a family potluck.",7,NA,NA,NA,4693,partial,325|1006|320|351|395|321|547,context
3279,NA,587409,1645700041346,1645699453937,9,Some of the dishes were spicy.,6,NA,NA,NA,7040,scalar,279|257|262|274|254|278,trigger
3279,NA,587409,1645700041346,1645699453937,9,"In fact, they all were but fortunately I love spicy food.",11,NA,NA,NA,10795,cancelation,252|238|226|253|268|285|305|277|263|310|332,continuation
3279,yes,587409,1645700041346,1645699453937,9,NA,NA,,Have there been spicy dishes at the family potluck?,yes,1652,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,24,"While eating breakfast, I had lots of time to pore over the stock prices from yesterday.",16,NA,NA,NA,4912,full,273|261|264|271|264|258|257|241|272|260|299|264|272|262|287|263,context
3279,NA,587409,1645700041346,1645699453937,24,Some of my stocks went up.,6,NA,NA,NA,7109,scalar,231|265|254|264|279|287,trigger
3279,NA,587409,1645700041346,1645699453937,24,"In fact, they all did but my portfolio was still down for the year.",14,NA,NA,NA,11887,cancelation,268|264|290|280|270|278|273|269|294|295|303|361|332|316,continuation
3279,no,587409,1645700041346,1645699453937,24,NA,NA,,Did all the stock prices go down?,no,3958,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,6f,When I arrived in the parking lot today I saw an expensive red Ferrari.,14,NA,NA,NA,4723,filler,272|287|276|288|288|264|257|275|318|292|297|299|283|273,context
3279,NA,587409,1645700041346,1645699453937,6f,When I left for lunch it was gone.,8,NA,NA,NA,8133,filler,288|292|291|320|440|279|308|346,trigger
3279,no,587409,1645700041346,1645699453937,6f,NA,NA,,Was the Ferrari black? ,no,2954,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,4,I was the chief medic overseeing the bus accident on the side of the highway.,15,NA,NA,NA,4692,full,325|236|238|252|264|246|286|281|289|309|293|271|263|284|281,context
3279,NA,587409,1645700041346,1645699453937,4,Some of the passengers were still alive.,7,NA,NA,NA,7557,scalar,277|289|314|363|326|356|242,trigger
3279,NA,587409,1645700041346,1645699453937,4,The others were killed on impact and there was no opportunity to save them.,14,NA,NA,NA,12721,complement,280|295|316|314|363|335|352|354|367|296|302|301|305|292,continuation
3279,yes,587409,1645700041346,1645699453937,4,NA,NA,,Did any passenger survive the bus accident on the highway?,yes,3984,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,8,"After the furniture sale, I catalogued all the merchandise in the store.",12,NA,NA,NA,3924,full,321|245|256|261|251|269|271|264|268|275|285|272,context
3279,NA,587409,1645700041346,1645699453937,8,Only some of the leather couches had been sold.,9,NA,NA,NA,6945,focused,245|267|261|255|243|260|270|274|306,trigger
3279,NA,587409,1645700041346,1645699453937,8,The rest were going to be stored in the warehouse until the following season.,14,NA,NA,NA,11746,complement,262|277|266|296|293|256|317|380|345|343|308|302|277|287,continuation
3279,no,587409,1645700041346,1645699453937,8,NA,NA,,Had all of the leather couches been sold out before the furniture sale?,no,1692,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,9f,Yesterday I went to a Led Zeppelin concert.,8,NA,NA,NA,2943,filler,439|302|248|239|248|241|242|242,context
3279,NA,587409,1645700041346,1645699453937,9f,I only go to see bands that I really like. They played for about an hour.,16,NA,NA,NA,7577,filler,213|206|225|195|233|204|205|398|205|207|434|246|232|226|227|330,trigger
3279,yes,587409,1645700041346,1645699453937,9f,NA,NA,,Do I like Led Zeppelin? ,yes,1378,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,8f,I wear my favorite shirt every week.,7,NA,NA,NA,2540,filler,263|233|231|267|252|331|264,context
3279,NA,587409,1645700041346,1645699453937,8f,I make sure to wash all of my clothes each week.,11,NA,NA,NA,5739,filler,224|204|204|198|194|460|202|219|238|224|246,trigger
3279,NA,587409,1645700041346,1645699453937,8f,I tend to loose my socks on a regular basis though.,11,NA,NA,NA,9142,filler,260|217|205|224|203|226|210|256|202|237|256,continuation
3279,yes,587409,1645700041346,1645699453937,8f,NA,NA,,Do I wash my favorite shirt every week?,yes,2339,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,1,I carefully inspected the new shipment of jewelry.,8,NA,NA,NA,2709,full,311|210|307|260|253|246|262|236,context
3279,NA,587409,1645700041346,1645699453937,1,Some of the gold watches were fakes.,7,NA,NA,NA,5028,scalar,237|253|250|232|249|235|242,trigger
3279,NA,587409,1645700041346,1645699453937,1,"In fact, they all were, so the company is planning to sue.",12,NA,NA,NA,9410,cancelation,255|258|248|247|319|585|302|316|272|269|357|357,continuation
3279,yes,587409,1645700041346,1645699453937,1,NA,NA,,Did the new shipment of jewelery contain gold watches that were fake?,yes,1927,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,2f,Tonight I will watch my favorite television show.,8,NA,NA,NA,2804,filler,260|251|259|244|267|258|273|259,context
3279,NA,587409,1645700041346,1645699453937,2f,It is about people who travel through time in a telephone box.,12,NA,NA,NA,6489,filler,273|235|233|233|239|217|250|240|245|244|251|376,trigger
3279,NA,587409,1645700041346,1645699453937,2f,They have a robot dog.,5,NA,NA,NA,8603,filler,214|226|222|204|361,continuation
3279,no,587409,1645700041346,1645699453937,2f,NA,NA,,Is the television show about aliens? ,no,1750,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,11f,I turned on my computer today to check my email.,10,NA,NA,NA,3012,filler,252|239|239|241|226|251|231|238|248|259,context
3279,NA,587409,1645700041346,1645699453937,11f,I have been waiting to hear from my mother.,9,NA,NA,NA,6052,filler,242|258|225|247|257|257|296|381|264,trigger
3279,NA,587409,1645700041346,1645699453937,11f,I had no new email.,5,NA,NA,NA,7958,filler,253|223|235|253|252,continuation
3279,no,587409,1645700041346,1645699453937,11f,NA,NA,,Did my mother write to me? ,no,2610,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,20,The PTA picked me to organize every award for the assembly at my daughter’s school.,15,NA,NA,NA,4455,full,262|264|243|250|226|245|233|268|255|262|266|256|253|254|269,context
3279,NA,587409,1645700041346,1645699453937,20,Some of the honors students received prizes.,7,NA,NA,NA,6841,scalar,242|274|245|252|244|264|276,trigger
3279,NA,587409,1645700041346,1645699453937,20,The others were not invited to attend because the teachers didn’t want anyone to feel left out.,17,NA,NA,NA,12703,complement,264|359|375|317|332|284|255|283|287|261|273|288|280|283|270|273|464,continuation
3279,yes,587409,1645700041346,1645699453937,20,NA,NA,,Have there been honors students at the assembly?,yes,3093,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,10,"When I entered Disney World, I asked about the status of each of the rides.",15,NA,NA,NA,4690,full,532|245|269|253|241|237|240|240|244|244|254|258|237|257|255,context
3279,NA,587409,1645700041346,1645699453937,10,Only some of my favorite rides were still running.,9,NA,NA,NA,7511,focused,252|232|213|248|249|250|251|238|233,trigger
3279,NA,587409,1645700041346,1645699453937,10,The rest were shut down since they were no longer popular.,11,NA,NA,NA,11139,complement,252|249|249|250|250|258|246|253|254|245|284,continuation
3279,no,587409,1645700041346,1645699453937,10,NA,NA,,Had all of my favorite rides at Disney World been closed?,no,2350,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,5f,Each week I write normally one response paper.,8,NA,NA,NA,2622,filler,260|256|260|248|249|257|257|271,context
3279,NA,587409,1645700041346,1645699453937,5f,This week I wrote two.,5,NA,NA,NA,4443,filler,240|219|250|238|237,trigger
3279,NA,587409,1645700041346,1645699453937,5f,One was for psychology and another was for classics.,9,NA,NA,NA,7826,filler,244|253|254|252|295|349|358|305|440,continuation
3279,yes,587409,1645700041346,1645699453937,5f,NA,NA,,Did I write more papers than usual this week? ,yes,1674,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,18f,Today I declared a major in Psychology.,7,NA,NA,NA,2390,filler,284|225|229|219|234|225|225,context
3279,NA,587409,1645700041346,1645699453937,18f,I am also interested in a minor in Theatre.,9,NA,NA,NA,4958,filler,289|196|203|195|221|240|220|219|240,trigger
3279,NA,587409,1645700041346,1645699453937,18f,I cannot do more than one major and minor.,9,NA,NA,NA,8001,filler,216|229|222|486|245|240|253|258|256,continuation
3279,no,587409,1645700041346,1645699453937,18f,NA,NA,,Am I also majoring in Philosophy? ,no,2632,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,19f,I love to listen to music.,6,NA,NA,NA,2117,filler,247|240|214|225|199|236,context
3279,NA,587409,1645700041346,1645699453937,19f,I could spend hours just listening to Pink Floyd.,9,NA,NA,NA,4707,filler,238|225|212|232|222|228|246|218|238,trigger
3279,NA,587409,1645700041346,1645699453937,19f,"The radio doesn't play music I like, so I listen to my iPod.",13,NA,NA,NA,8592,filler,250|255|435|288|239|228|220|218|232|232|229|226|255,continuation
3279,no,587409,1645700041346,1645699453937,19f,NA,NA,,Does the radio play Pink Floyd? ,no,1285,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,17,I heard that my friend dropped a bowling ball down the stairs.,12,NA,NA,NA,4062,partial,241|251|212|256|236|247|246|248|232|238|222|255,context
3279,NA,587409,1645700041346,1645699453937,17,Only some of the steps were damaged.,7,NA,NA,NA,6499,focused,229|228|237|236|235|264|255,trigger
3279,NA,587409,1645700041346,1645699453937,17,The others were fine so the repairs shouldn’t be too expensive.,11,NA,NA,NA,9969,complement,246|230|234|244|269|280|292|246|277|260|247,continuation
3279,yes,587409,1645700041346,1645699453937,17,NA,NA,,Do any of the steps have to be repaired due to a dropped bowling ball?,yes,2189,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,13f,Today the United Nations announced in New York City a new plan for world peace.,15,NA,NA,NA,4432,filler,279|267|252|252|258|264|224|234|314|262|241|227|237|224|291,context
3279,NA,587409,1645700041346,1645699453937,13f,I would like to be a United Nations ambassador for the United States but I don't want to travel to Europe.,21,NA,NA,NA,10032,filler,252|234|231|218|236|199|213|244|227|235|224|233|212|221|231|239|230|259|226|254|349,trigger
3279,NA,587409,1645700041346,1645699453937,13f,"Luckily, the United Nations is based in New York.",9,NA,NA,NA,13173,filler,227|232|248|221|221|266|271|306|305,continuation
3279,yes,587409,1645700041346,1645699453937,13f,NA,NA,,Did I realize that New York City is in the United States? ,yes,2385,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,14f,"Because of the nice weather, I put the top down on my convertible.",13,NA,NA,NA,3843,filler,259|253|242|249|228|229|245|230|249|268|262|254|275,context
3279,NA,587409,1645700041346,1645699453937,14f," I was afraid of sunburning my head, so I wore a hat.",13,NA,NA,NA,7719,filler,225|267|216|235|213|210|235|261|237|253|239|250|265,trigger
3279,no,587409,1645700041346,1645699453937,14f,NA,NA,,Did my head get sunburned?,no,1239,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,17f,I got sick with a cold over the weekend.,9,NA,NA,NA,3315,filler,277|197|262|546|254|267|250|248|251,context
3279,NA,587409,1645700041346,1645699453937,17f,I am still taking decongestants.,5,NA,NA,NA,5237,filler,249|236|224|253|271,trigger
3279,no,587409,1645700041346,1645699453937,17f,NA,NA,,Am I well yet? ,no,1386,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,21,"As the new librarian, it was my responsibility to catalog every book in the reference section.",16,NA,NA,NA,4608,full,253|255|233|233|296|271|235|248|262|254|246|248|243|249|255|275,context
3279,NA,587409,1645700041346,1645699453937,21,Only some of the dictionaries were labeled incorrectly.,8,NA,NA,NA,7468,focused,230|271|257|284|241|301|278|311,trigger
3279,NA,587409,1645700041346,1645699453937,21,The others were labeled appropriately though a few of them had been shelved in the wrong place.,17,NA,NA,NA,13284,complement,273|546|264|317|264|327|321|321|274|273|288|256|268|278|284|306|312,continuation
3279,no,587409,1645700041346,1645699453937,21,NA,NA,,Had all of the dictionaries at the library been labeled correctly?,no,2170,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,15f,Each member of my family uses a Windows PC.,9,NA,NA,NA,2923,filler,253|279|251|260|253|260|262|257|274,context
3279,NA,587409,1645700041346,1645699453937,15f,I prefer to use an Apple Mac as my laptop.,10,NA,NA,NA,5911,filler,235|250|221|217|209|217|210|230|249|242,trigger
3279,NA,587409,1645700041346,1645699453937,15f,Most computers on the campus are from Apple.,8,NA,NA,NA,8512,filler,247|230|259|255|266|223|254|306,continuation
3279,yes,587409,1645700041346,1645699453937,15f,NA,NA,,Is it easier to use Apple computers on campus? ,no,1001,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,12,"While working in the veterinary clinic, I closely examined the mouth of a large bulldog.",15,NA,NA,NA,4606,full,222|220|230|226|235|216|271|251|270|286|294|279|244|279|218,context
3279,NA,587409,1645700041346,1645699453937,12,Some of the dog’s teeth were missing.,7,NA,NA,NA,7313,scalar,251|495|220|232|242|221|263,trigger
3279,NA,587409,1645700041346,1645699453937,12,"In fact, they all were because its owners completely neglected its oral hygiene.",13,NA,NA,NA,11642,cancelation,228|251|224|481|236|240|248|256|229|289|405|303|293,continuation
3279,yes,587409,1645700041346,1645699453937,12,NA,NA,,Was there a dog in the veterinary clinic?,yes,1340,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,12f,Tomorrow I will go to the dentist to have a cavity filled.,12,NA,NA,NA,3867,filler,246|256|239|235|253|268|301|256|260|281|266|247,context
3279,NA,587409,1645700041346,1645699453937,12f,"Everyone knows that flossing prevents cavities, but I haven't flossed enough.",11,NA,NA,NA,7203,filler,230|255|249|230|227|247|234|248|247|254|264,trigger
3279,NA,587409,1645700041346,1645699453937,12f,I will try to brush my teeth more frequently.,9,NA,NA,NA,10188,filler,259|213|257|210|255|237|254|241|274,continuation
3279,no,587409,1645700041346,1645699453937,12f,NA,NA,,Did I floss enough? ,no,1232,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,16,"After the babysitter left, I went to my liquor collection and made a drink.",14,NA,NA,NA,4129,partial,253|252|235|318|300|257|235|229|255|259|232|252|245|236,context
3279,NA,587409,1645700041346,1645699453937,16,Some of my new bottles of vodka were opened.,9,NA,NA,NA,7014,scalar,250|200|249|229|241|236|265|265|287,trigger
3279,NA,587409,1645700041346,1645699453937,16,"In fact, they all were but I decided not to call her parents because it was so hard to find a babysitter.",22,NA,NA,NA,13082,cancelation,273|250|235|242|234|227|224|254|263|258|211|237|254|242|232|257|253|241|267|250|278|296,continuation
3279,no,587409,1645700041346,1645699453937,16,NA,NA,,Have all new bottles of vodka been untouched?,no,4004,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,15,"When they returned, my family told me about their trip to Europe.",12,NA,NA,NA,4475,partial,264|276|243|244|256|251|238|748|265|273|261|247,context
3279,NA,587409,1645700041346,1645699453937,15,Some of their hotels were expensive.,6,NA,NA,NA,6931,scalar,253|271|280|264|311|312,trigger
3279,NA,587409,1645700041346,1645699453937,15,The rest were cheap despite my family’s love for luxurious holidays.,11,NA,NA,NA,10864,complement,248|235|226|225|255|232|254|256|287|459|656,continuation
3279,no,587409,1645700041346,1645699453937,15,NA,NA,,Did my family save money by entirely avoiding expensive hotels?,yes,4013,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,3f,"Yesterday, I brought a girl back home, after watching a sports game together.",13,NA,NA,NA,4475,filler,544|254|263|253|270|257|251|272|261|286|278|249|275,context
3279,NA,587409,1645700041346,1645699453937,3f,"She invited me to got upstairs to drink a coffee, after we arrived at her home.",16,NA,NA,NA,9477,filler,263|267|260|301|280|276|294|283|266|257|251|265|254|263|268|271,trigger
3279,NA,587409,1645700041346,1645699453937,3f,"However, I don't like coffee, so I went back home",10,NA,NA,NA,12759,filler,236|245|257|246|259|266|257|262|282|302,continuation
3279,no,587409,1645700041346,1645699453937,3f,NA,NA,,Did we watch a movie at the cinema?,no,3261,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,23,I had little time to prepare for my Spanish test so I quickly glanced at the new vocabulary items.,19,NA,NA,NA,5394,partial,246|241|219|218|215|214|400|219|212|218|229|207|229|226|238|254|246|237|346,context
3279,NA,587409,1645700041346,1645699453937,23,Some of the words sounded like they do in English.,10,NA,NA,NA,8715,scalar,265|215|272|242|247|268|298|270|266|277,trigger
3279,NA,587409,1645700041346,1645699453937,23,"In fact, they all did which made the test somewhat easier.",11,NA,NA,NA,12440,cancelation,302|237|229|247|256|232|270|273|255|262|431,continuation
3279,yes,587409,1645700041346,1645699453937,23,NA,NA,,Do any Spanish vocabulary items have similarities with English words?,yes,2085,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,6,"As the office’s main technician, I had been alerted to the dangerous new virus.",14,NA,NA,NA,4240,partial,546|225|224|182|183|221|233|209|217|230|212|199|250|239,context
3279,NA,587409,1645700041346,1645699453937,6,Only some of our computers were infected.,7,NA,NA,NA,6324,focused,229|215|203|192|208|217|248,trigger
3279,NA,587409,1645700041346,1645699453937,6,The rest were clean because their owners had been very cautious.,11,NA,NA,NA,10392,complement,204|237|188|436|233|628|399|299|255|252|325,continuation
3279,yes,587409,1645700041346,1645699453937,6,NA,NA,,Has there been damaging software on any computers at the office?,yes,2938,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,14,"To check on the progress of my research, I quickly scanned the experiments in the lab.",16,NA,NA,NA,4513,partial,225|227|232|220|204|222|208|208|202|241|249|219|235|243|239|247,context
3279,NA,587409,1645700041346,1645699453937,14,Some of my predictions were correct.,6,NA,NA,NA,6795,scalar,239|216|214|423|267|270,trigger
3279,NA,587409,1645700041346,1645699453937,14,"In fact, they all were so I should be able to publish the results.",14,NA,NA,NA,11009,cancelation,235|239|230|238|250|241|257|241|250|243|236|266|309|279,continuation
3279,yes,587409,1645700041346,1645699453937,14,NA,NA,,Were any of my predictions confirmed by my research?,yes,1831,NA,NA,NA
3279,NA,587409,1645700041346,1645699453937,18,"At a friend’s suggestion, I completely worked through an entire math textbook.",12,NA,NA,NA,3622,full,226|203|221|222|224|229|249|222|238|240|242|269,context
3279,NA,587409,1645700041346,1645699453937,18,Only some of its problems were difficult.,7,NA,NA,NA,6067,focused,234|241|214|263|235|272|241,trigger
3279,NA,587409,1645700041346,1645699453937,18,The others were straightforward and I feel like I learned a lot.,12,NA,NA,NA,9820,complement,225|252|215|231|277|280|251|251|241|255|258|288,continuation
3279,yes,587409,1645700041346,1645699453937,18,NA,NA,,Have there been difficult problems within the textbook?,yes,2416,NA,NA,NA
